country,year,adult_pop,total_pop
HT,1965,2066046,4223820
HT,1966,2102536,4302639
HT,1967,2139409,4382999
HT,1968,2177717,4465328
HT,1969,2216569,4549334
HT,1970,2256410,4635124
HT,1971,2298197,4723244
HT,1972,2341196,4813868
HT,1973,2385236,4906743
HT,1974,2430129,5001796
HT,1975,2475955,5099086
HT,1976,2522624,5198357
HT,1977,2569611,5299476
HT,1978,2617043,5402580
HT,1979,2665249,5507590
HT,1980,2713992,5614493
HT,1981,2763482,5723725
HT,1982,2814177,5835937
HT,1983,2866119,5951096
HT,1984,2919496,6069230
HT,1985,2974160,6190862
HT,1986,3029900,6316122
HT,1987,3086908,6445123
HT,1988,3145400,6578145
HT,1989,3205435,6714730
HT,1990,3267111,6854441
HT,1991,3330481,6995450
HT,1992,3396288,7136571
HT,1993,3465153,7278181
HT,1994,3536949,7419771
HT,1995,3612206,7562546
HT,1996,3691320,7707557
HT,1997,3774075,7854298
HT,1998,3860158,8002143
HT,1999,3949546,8151296
HT,2000,4042481,8303151
HT,2001,4139002,8455918
HT,2002,4239333,8607641
HT,2003,4343569,8759912
HT,2004,4450771,8910263
HT,2005,4562486,9061273
HT,2006,4679670,9216562
HT,2007,4800942,9373296
HT,2008,4926046,9530774
HT,2009,5054523,9689581
HT,2010,5161371,9803294
HT,2011,5268816,9914904
HT,2012,5400462,10069771
HT,2013,5532221,10222362
HT,2014,5663485,10373235
HT,2015,5794130,10523242
HT,2016,5923858,10671457
HT,2017,6053184,10817754
HT,2018,6182333,10962362
HT,2019,6311482,11105163
HT,2020,6439585,11243848
HT,2021,6561986,11374586
HT,2022,6682535,11503606
HT,2023,6808279,11637398
HT,2024,6938053,11772557
HU,1800,2440602,4561874
HU,1801,2452773,4584622
HU,1802,2464677,4606872
HU,1803,2476612,4629181
HU,1804,2488636,4651656
HU,1805,2500683,4674173
HU,1806,2512810,4696841
HU,1807,2524956,4719545
HU,1808,2537159,4742354
HU,1809,2549433,4765296
HU,1810,2561760,4788336
HU,1811,2574151,4811497
HU,1812,2586622,4834808
HU,1813,2599144,4858213
HU,1814,2612011,4882264
HU,1815,2624732,4906042
HU,1816,2636988,4928950
HU,1817,2649298,4951960
HU,1818,2661672,4975088
HU,1819,2688745,5025692
HU,1820,2716109,5076839
HU,1821,2743449,5127942
HU,1822,2772537,5182312
HU,1823,2801918,5237230
HU,1824,2831414,5292363
HU,1825,2860778,5347248
HU,1826,2890436,5402684
HU,1827,2920141,5458207
HU,1828,2956112,5525444
HU,1829,2976569,5563680
HU,1830,3001956,5611133
HU,1831,3029019,5661718
HU,1832,3056839,5713717
HU,1833,3084864,5766101
HU,1834,3113111,5818899
HU,1835,3136811,5863198
HU,1836,3161015,5908439
HU,1837,3185286,5953805
HU,1838,3204548,5989810
HU,1839,3149209,5886373
HU,1840,3093937,5783059
HU,1841,3038648,5679716
HU,1842,2983720,5577047
HU,1843,2957760,5528523
HU,1844,2907768,5435081
HU,1845,2857976,5342011
HU,1846,2806468,5245735
HU,1847,2767649,5173176
HU,1848,2730099,5102988
HU,1849,2692924,5033503
HU,1850,2663242,4978023
HU,1851,2626319,4909008
HU,1852,2634893,4925033
HU,1853,2643412,4940958
HU,1854,2652222,4957424
HU,1855,2660914,4973671
HU,1856,2669426,4989582
HU,1857,2750338,5140819
HU,1858,2778378,5193230
HU,1859,2820591,5272132
HU,1860,2849897,5326911
HU,1861,2879756,5382722
HU,1862,2908792,5436994
HU,1863,2938185,5491934
HU,1864,2968358,5548333
HU,1865,2997793,5603352
HU,1866,3025590,5655309
HU,1867,3053325,5707150
HU,1868,3084040,5764561
HU,1869,3117770,5827606
HU,1870,3123046,5818040
HU,1871,3119427,5799577
HU,1872,3117713,5783021
HU,1873,3125974,5776438
HU,1874,3131764,5767385
HU,1875,3130051,5750829
HU,1876,3123188,5729123
HU,1877,3121515,5712607
HU,1878,3121176,5697424
HU,1879,3156242,5717647
HU,1880,3149171,5695733
HU,1881,3081853,5660607
HU,1882,3087818,5698766
HU,1883,3136170,5779310
HU,1884,3193342,5868674
HU,1885,3244683,5952208
HU,1886,3303460,6043178
HU,1887,3331624,6103534
HU,1888,3372415,6176518
HU,1889,3433926,6270221
HU,1890,3442816,6311304
HU,1891,3472951,6377250
HU,1892,3465865,6405976
HU,1893,3509503,6485425
HU,1894,3552560,6564294
HU,1895,3609811,6657357
HU,1896,3654916,6738274
HU,1897,3707546,6826715
HU,1898,3731828,6886809
HU,1899,3783166,6973959
HU,1900,3836891,7063495
HU,1901,3869710,7120594
HU,1902,3901366,7176530
HU,1903,3936406,7235849
HU,1904,3969772,7293496
HU,1905,4009375,7357378
HU,1906,4047180,7419463
HU,1907,4085019,7481582
HU,1908,4122936,7543778
HU,1909,4165140,7610262
HU,1910,4204568,7673969
HU,1911,4279153,7717803
HU,1912,4388374,7796270
HU,1913,4482094,7859239
HU,1914,4578991,7925383
HU,1915,4608010,7923649
HU,1916,4578622,7863509
HU,1917,4535975,7790109
HU,1918,4464539,7687921
HU,1919,4425874,7618504
HU,1920,4510719,7672596
HU,1921,4592986,7749220
HU,1922,5641929,8792521
HU,1923,4749737,7894686
HU,1924,4812826,7952133
HU,1925,4885112,8018776
HU,1926,4972365,8100387
HU,1927,5047063,8169442
HU,1928,5116933,8233670
HU,1929,5183908,8295002
HU,1930,5253772,8359224
HU,1931,5419671,8535659
HU,1932,5469890,8596416
HU,1933,5521148,8658211
HU,1934,5580356,8727956
HU,1935,5634804,8792940
HU,1936,5684401,8853074
HU,1937,5734269,8913480
HU,1938,5783009,8972756
HU,1939,5802899,9003183
HU,1940,5822789,9033610
HU,1941,5842678,9064037
HU,1942,5888120,9094464
HU,1943,5933561,9124891
HU,1944,5979003,9155318
HU,1945,6024444,9185745
HU,1946,6069885,9216172
HU,1947,6115327,9246599
HU,1948,6160768,9277026
HU,1949,6206210,9307453
HU,1950,6251122,9337880
HU,1951,6320607,9423174
HU,1952,6383441,9503927
HU,1953,6445229,9594481
HU,1954,6504598,9704585
HU,1955,6567051,9823207
HU,1956,6582795,9853988
HU,1957,6573199,9837927
HU,1958,6606566,9880677
HU,1959,6655364,9936841
HU,1960,6706200,9983374
HU,1961,6761042,10026513
HU,1962,6813458,10058066
HU,1963,6866037,10083841
HU,1964,6925820,10114371
HU,1965,6977420,10141119
HU,1966,7018923,10170405
HU,1967,7069880,10206810
HU,1968,7126833,10244544
HU,1969,7183563,10281589
HU,1970,7242146,10315143
HU,1971,7299655,10343969
HU,1972,7355247,10374303
HU,1973,7419408,10407439
HU,1974,7498424,10453913
HU,1975,7576265,10515652
HU,1976,7636494,10573772
HU,1977,7676166,10623139
HU,1978,7696235,10660188
HU,1979,7706351,10688253
HU,1980,7703355,10695367
HU,1981,7685890,10679329
HU,1982,7660199,10656116
HU,1983,7628661,10622989
HU,1984,7596675,10584328
HU,1985,7564749,10547265
HU,1986,7534203,10511098
HU,1987,7512660,10475105
HU,1988,7501994,10440531
HU,1989,7492262,10403421
HU,1990,7493238,10381281
HU,1991,7507331,10378176
HU,1992,7520945,10371474
HU,1993,7534962,10356870
HU,1994,7564945,10339937
HU,1995,7614123,10322788
HU,1996,7663256,10302235
HU,1997,7706712,10278602
HU,1998,7743819,10251717
HU,1999,7772829,10219796
HU,2000,7798156,10190600
HU,2001,7825156,10166690
HU,2002,7841634,10138466
HU,2003,7847010,10108963
HU,2004,7856023,10085791
HU,2005,7868361,10065706
HU,2006,7882968,10049943
HU,2007,7893115,10034082
HU,2008,7900384,10016657
HU,2009,7909105,10001378
HU,2010,7915699,9979129
HU,2011,7909215,9946676
HU,2012,7903316,9916623
HU,2013,7905130,9889346
HU,2014,7902937,9862842
HU,2015,7899753,9839211
HU,2016,7887747,9810532
HU,2017,7872010,9785604
HU,2018,7864368,9774394
HU,2019,7861444,9770346
HU,2020,7842460,9749457
HU,2021,7804045,9707850
HU,2022,7782436,9684306
HU,2023,7786131,9686463
HU,2024,7778429,9676135
ID,1800,8554146,17989528
ID,1801,8619128,18126187
ID,1802,8684830,18264360
ID,1803,8751261,18404066
ID,1804,8818431,18545324
ID,1805,8886347,18688152
ID,1806,8955019,18832571
ID,1807,9024456,18978600
ID,1808,9094669,19126258
ID,1809,9165665,19275564
ID,1810,9237455,19426541
ID,1811,9310049,19579207
ID,1812,9383456,19733583
ID,1813,9457687,19889691
ID,1814,9532750,20047551
ID,1815,9608658,20207186
ID,1816,9685419,20368616
ID,1817,9763045,20531864
ID,1818,9841545,20696953
ID,1819,9920932,20863904
ID,1820,10001215,21032740
ID,1821,10082405,21203485
ID,1822,10164514,21376163
ID,1823,10247554,21550796
ID,1824,10331534,21727409
ID,1825,10416468,21906026
ID,1826,10502366,22086671
ID,1827,10589241,22269370
ID,1828,10677104,22454148
ID,1829,10765968,22641031
ID,1830,10855845,22830043
ID,1831,10946747,23021212
ID,1832,11038687,23214564
ID,1833,11131678,23410126
ID,1834,11225732,23607924
ID,1835,11320864,23807987
ID,1836,11417085,24010342
ID,1837,11514410,24215017
ID,1838,11612851,24422042
ID,1839,11712423,24631444
ID,1840,11813140,24843254
ID,1841,11915016,25057500
ID,1842,12018064,25274213
ID,1843,12122300,25493423
ID,1844,12227738,25715161
ID,1845,12334393,25939458
ID,1846,12363856,26001420
ID,1847,12393390,26063530
ID,1848,12422995,26125790
ID,1849,12452671,26188198
ID,1850,12482417,26250756
ID,1851,12615467,26530562
ID,1852,12750446,26814425
ID,1853,12902810,27134850
ID,1854,13057284,27459710
ID,1855,13213897,27789072
ID,1856,13372684,28123002
ID,1857,13533674,28461569
ID,1858,13696902,28804840
ID,1859,13862401,29152887
ID,1860,14030203,29505779
ID,1861,14200345,29863589
ID,1862,14372859,30226390
ID,1863,14547782,30594257
ID,1864,14725150,30967264
ID,1865,14904998,31345489
ID,1866,15087364,31729008
ID,1867,15272286,32117902
ID,1868,15459801,32512249
ID,1869,15649948,32912132
ID,1870,15538546,32677852
ID,1871,15692147,33000877
ID,1872,15847838,33328299
ID,1873,16005663,33660208
ID,1874,16165666,33996697
ID,1875,16327893,34337862
ID,1876,16492392,34683808
ID,1877,16659216,35034641
ID,1878,16828419,35390477
ID,1879,17000058,35751438
ID,1880,17174195,36117651
ID,1881,17350969,36489412
ID,1882,17530316,36866581
ID,1883,17712298,37249292
ID,1884,17896981,37637685
ID,1885,18084436,38031905
ID,1886,18274990,38432645
ID,1887,18468470,38839535
ID,1888,18664957,39252752
ID,1889,18864540,39672479
ID,1890,19067314,40098917
ID,1891,19265689,40516102
ID,1892,19466996,40939456
ID,1893,19671278,41369064
ID,1894,19878577,41805018
ID,1895,20088940,42247416
ID,1896,20306815,42705611
ID,1897,20527325,43169346
ID,1898,20751283,43640335
ID,1899,20978758,44118718
ID,1900,21209820,44604645
ID,1901,21433185,45074387
ID,1902,21660057,45551503
ID,1903,21890518,46036168
ID,1904,22124658,46528567
ID,1905,22362568,47028898
ID,1906,22585464,47497652
ID,1907,22812399,47974899
ID,1908,23043684,48461297
ID,1909,23279729,48957704
ID,1910,23521073,49465254
ID,1911,23798122,50047894
ID,1912,24078435,50637396
ID,1913,24362049,51233843
ID,1914,24649004,51837315
ID,1915,24939339,52447895
ID,1916,25233094,53065666
ID,1917,25845252,54353046
ID,1918,25335285,53280577
ID,1919,25584169,53803984
ID,1920,25839867,54341721
ID,1921,26122428,54935953
ID,1922,26409463,55539591
ID,1923,26701071,56152849
ID,1924,26997359,56775948
ID,1925,27298437,57409122
ID,1926,27610536,58065472
ID,1927,27932918,58743446
ID,1928,28281973,59477517
ID,1929,28639996,60230445
ID,1930,29006142,61000456
ID,1931,29533246,62108965
ID,1932,30076577,63251601
ID,1933,30637162,64430522
ID,1934,31216116,65648074
ID,1935,31814655,66906811
ID,1936,32434100,68209516
ID,1937,33075893,69559219
ID,1938,33741605,70959223
ID,1939,33656006,70779207
ID,1940,33570407,70599190
ID,1941,33484808,70419174
ID,1942,33399209,70239157
ID,1943,33313609,70059141
ID,1944,33228010,69879124
ID,1945,33142411,69699108
ID,1946,33056812,69519091
ID,1947,32971213,69339075
ID,1948,32885614,69159058
ID,1949,32800015,68979042
ID,1950,32714416,68799025
ID,1951,33778449,70286303
ID,1952,34866332,71876432
ID,1953,35978773,73569144
ID,1954,37116758,75367369
ID,1955,38281578,77273507
ID,1956,39472313,79282549
ID,1957,40684895,81390834
ID,1958,41906762,83592762
ID,1959,43134281,85892869
ID,1960,44367160,88296070
ID,1961,45596090,90791249
ID,1962,46822230,93375850
ID,1963,48046738,96051424
ID,1964,49280027,98833749
ID,1965,50289020,101365130
ID,1966,51173906,103792754
ID,1967,52196652,106526393
ID,1968,53298395,109450006
ID,1969,54442734,112517639
ID,1970,55633875,115657495
ID,1971,56925012,118833702
ID,1972,58302105,122039841
ID,1973,59765129,125288515
ID,1974,61319066,128555045
ID,1975,62968277,131843848
ID,1976,64705664,135173655
ID,1977,66531102,138533541
ID,1978,68451047,141953163
ID,1979,70466000,145434834
ID,1980,72574844,148950540
ID,1981,74769500,152485035
ID,1982,77047305,156052152
ID,1983,79410680,159651381
ID,1984,81855961,163251124
ID,1985,84381930,166776185
ID,1986,86985453,170175065
ID,1987,89648508,173511154
ID,1988,92354727,176855065
ID,1989,95111766,180201630
ID,1990,97912797,183501098
ID,1991,100738914,186778238
ID,1992,103594641,190043744
ID,1993,106503922,193305168
ID,1994,109434398,196591828
ID,1995,112371320,199888057
ID,1996,115334570,203204348
ID,1997,118312914,206536095
ID,1998,121322609,209826788
ID,1999,124351227,213004668
ID,2000,127376266,216077790
ID,2001,130395031,219097902
ID,2002,133416766,222088495
ID,2003,136430828,225048008
ID,2004,139368703,227926649
ID,2005,142225563,230871650
ID,2006,145002063,233951652
ID,2007,147710609,237062337
ID,2008,150415656,240157903
ID,2009,153110859,243220028
ID,2010,155754172,246305322
ID,2011,158378797,249470032
ID,2012,160995984,252698525
ID,2013,163591656,255852467
ID,2014,166197953,258877399
ID,2015,168818703,261799249
ID,2016,171463141,264627418
ID,2017,174124141,267346658
ID,2018,176747203,269951846
ID,2019,179282828,272489381
ID,2020,181571375,274814866
ID,2021,183492203,276758053
ID,2022,185582391,278830529
ID,2023,187999406,281190067
ID,2024,190419219,283487931
IE,1800,1758336,2870284
IE,1801,1770473,2890096
IE,1802,1794220,2928860
IE,1803,1818290,2968152
IE,1804,1842386,3007485
IE,1805,1867137,3047889
IE,1806,1891907,3088323
IE,1807,1917329,3129822
IE,1808,1942752,3171322
IE,1809,1968527,3213397
IE,1810,1994980,3256579
IE,1811,2021442,3299775
IE,1812,2048586,3344085
IE,1813,2076047,3388912
IE,1814,2103629,3433935
IE,1815,2131928,3480131
IE,1816,2160464,3526712
IE,1817,2189341,3573851
IE,1818,2218565,3621556
IE,1819,2248469,3670371
IE,1820,2278391,3719214
IE,1821,2309035,3769237
IE,1822,2340067,3819893
IE,1823,2371432,3871093
IE,1824,2403154,3922876
IE,1825,2435548,3975756
IE,1826,2468283,4029192
IE,1827,2501351,4083172
IE,1828,2534757,4137703
IE,1829,2568839,4193338
IE,1830,2603255,4249519
IE,1831,2637500,4305419
IE,1832,2652178,4329380
IE,1833,2666533,4352813
IE,1834,2681232,4376807
IE,1835,2695902,4400754
IE,1836,2710562,4424685
IE,1837,2725212,4448599
IE,1838,2740203,4473070
IE,1839,2754869,4497012
IE,1840,2770191,4522022
IE,1841,2784986,4546174
IE,1842,2792170,4557901
IE,1843,2798798,4568721
IE,1844,2811277,4589091
IE,1845,2817266,4598867
IE,1846,2812974,4591862
IE,1847,2722837,4444723
IE,1848,2592250,4231554
IE,1849,2462050,4019017
IE,1850,2333934,3809882
IE,1851,2211601,3610187
IE,1852,2151741,3512473
IE,1853,2105016,3436199
IE,1854,2065895,3372340
IE,1855,2042935,3334860
IE,1856,2028615,3311484
IE,1857,2010437,3281810
IE,1858,2000961,3266343
IE,1859,1991310,3250588
IE,1860,1977363,3227821
IE,1861,1966226,3209642
IE,1862,1961915,3202604
IE,1863,1942124,3170297
IE,1864,1916124,3127856
IE,1865,1900397,3102183
IE,1866,1876175,3062642
IE,1867,1864110,3042949
IE,1868,1857024,3031382
IE,1869,1851221,3021908
IE,1870,1842466,3007617
IE,1871,1835291,2995904
IE,1872,1826739,2981944
IE,1873,1811527,2957113
IE,1874,1801701,2941073
IE,1875,1794960,2930069
IE,1876,1794696,2929637
IE,1877,1797402,2934055
IE,1878,1796038,2931829
IE,1879,1794058,2928596
IE,1880,1772647,2893646
IE,1881,1753632,2862605
IE,1882,1738224,2837453
IE,1883,1712092,2794796
IE,1884,1695453,2767635
IE,1885,1683213,2747655
IE,1886,1671943,2729257
IE,1887,1655245,2701999
IE,1888,1636207,2670922
IE,1889,1621235,2646482
IE,1890,1607952,2624799
IE,1891,1594986,2603634
IE,1892,1579361,2578128
IE,1893,1570188,2563153
IE,1894,1564033,2553107
IE,1895,1554185,2537030
IE,1896,1548073,2527054
IE,1897,1543998,2520402
IE,1898,1539917,2513740
IE,1899,1534444,2504805
IE,1900,1523238,2486513
IE,1901,1515777,2474335
IE,1902,1511694,2467669
IE,1903,1505933,2458264
IE,1904,1502543,2452731
IE,1905,1499504,2447770
IE,1906,1499159,2447207
IE,1907,1495781,2441693
IE,1908,1494784,2440066
IE,1909,1495472,2441188
IE,1910,1494800,2440092
IE,1911,1493433,2437861
IE,1912,1489001,2430625
IE,1913,1484814,2423790
IE,1914,1497753,2444912
IE,1915,1507250,2460415
IE,1916,1512910,2469654
IE,1917,1516163,2474963
IE,1918,1514894,2472893
IE,1919,1512461,2468921
IE,1920,1521547,2483752
IE,1921,1532811,2502140
IE,1922,1851277,3022000
IE,1923,1846376,3014000
IE,1924,1840863,3005000
IE,1925,1828611,2985000
IE,1926,1820035,2971000
IE,1927,1812361,2957000
IE,1928,1805687,2944000
IE,1929,1805014,2937000
IE,1930,1801340,2927000
IE,1931,1813666,2933000
IE,1932,1835993,2949000
IE,1933,1855319,2962000
IE,1934,1870645,2971000
IE,1935,1876971,2971000
IE,1936,1879298,2967000
IE,1937,1887899,2948000
IE,1938,1876719,2937000
IE,1939,1874510,2934971
IE,1940,1872301,2932942
IE,1941,1870093,2930914
IE,1942,1867884,2928885
IE,1943,1865675,2926856
IE,1944,1863466,2924827
IE,1945,1861257,2922798
IE,1946,1859048,2920769
IE,1947,1856840,2918741
IE,1948,1854631,2916712
IE,1949,1852422,2914683
IE,1950,1850213,2912654
IE,1951,1856663,2936864
IE,1952,1857239,2941463
IE,1953,1853083,2929081
IE,1954,1845906,2915173
IE,1955,1834536,2899538
IE,1956,1820509,2883755
IE,1957,1803454,2869099
IE,1958,1782166,2853999
IE,1959,1758092,2839218
IE,1960,1732115,2827689
IE,1961,1714628,2824693
IE,1962,1712291,2831495
IE,1963,1716224,2843034
IE,1964,1720682,2857166
IE,1965,1724774,2873153
IE,1966,1730430,2888887
IE,1967,1741703,2905420
IE,1968,1755340,2922794
IE,1969,1766403,2940753
IE,1970,1775149,2961403
IE,1971,1790196,2993120
IE,1972,1815717,3037153
IE,1973,1845168,3084434
IE,1974,1875292,3132177
IE,1975,1905651,3180119
IE,1976,1935961,3228401
IE,1977,1966572,3277756
IE,1978,1998072,3329183
IE,1979,2027348,3375801
IE,1980,2053972,3415240
IE,1981,2079640,3448827
IE,1982,2104046,3475536
IE,1983,2127454,3497608
IE,1984,2150062,3515954
IE,1985,2170975,3531271
IE,1986,2189711,3541867
IE,1987,2202421,3540381
IE,1988,2207326,3525095
IE,1989,2214080,3511070
IE,1990,2231540,3514018
IE,1991,2261984,3534260
IE,1992,2299066,3558421
IE,1993,2333231,3576122
IE,1994,2364452,3590157
IE,1995,2400180,3610697
IE,1996,2440427,3638509
IE,1997,2484835,3672293
IE,1998,2533760,3711073
IE,1999,2586477,3752938
IE,2000,2646837,3802585
IE,2001,2716241,3862981
IE,2002,2787170,3928443
IE,2003,2852331,3992935
IE,2004,2922791,4066064
IE,2005,3006135,4155284
IE,2006,3107188,4268778
IE,2007,3208809,4393513
IE,2008,3274066,4485999
IE,2009,3300312,4533752
IE,2010,3310504,4559080
IE,2011,3319163,4579602
IE,2012,3329157,4600132
IE,2013,3344135,4624686
IE,2014,3368055,4658239
IE,2015,3402860,4702487
IE,2016,3444883,4753503
IE,2017,3492607,4810261
IE,2018,3547548,4872556
IE,2019,3605615,4933491
IE,2020,3657210,4982606
IE,2021,3704835,5028426
IE,2022,3779845,5110016
IE,2023,3862133,5196630
IE,2024,3922866,5255017
IL,1800,77868,131100
IL,1801,78198,131657
IL,1802,78530,132215
IL,1803,78863,132776
IL,1804,79198,133340
IL,1805,79534,133906
IL,1806,79872,134474
IL,1807,80211,135044
IL,1808,80551,135618
IL,1809,80893,136193
IL,1810,81236,136771
IL,1811,81581,137351
IL,1812,81927,137934
IL,1813,82275,138519
IL,1814,82624,139107
IL,1815,82974,139698
IL,1816,83326,140290
IL,1817,83680,140886
IL,1818,84035,141484
IL,1819,84392,142084
IL,1820,84750,142687
IL,1821,85109,143292
IL,1822,85471,143900
IL,1823,85833,144511
IL,1824,86198,145124
IL,1825,86563,145740
IL,1826,86931,146359
IL,1827,87300,146980
IL,1828,87670,147603
IL,1829,88042,148230
IL,1830,88416,148859
IL,1831,88791,149490
IL,1832,89168,150125
IL,1833,89546,150762
IL,1834,89926,151402
IL,1835,90308,152044
IL,1836,90691,152689
IL,1837,91076,153337
IL,1838,91462,153988
IL,1839,91850,154641
IL,1840,92240,155298
IL,1841,92631,155957
IL,1842,93024,156618
IL,1843,93419,157283
IL,1844,93816,157950
IL,1845,94214,158621
IL,1846,94614,159294
IL,1847,95015,159970
IL,1848,95418,160649
IL,1849,95823,161330
IL,1850,96273,162088
IL,1851,97061,163414
IL,1852,97855,164752
IL,1853,98656,166100
IL,1854,99464,167460
IL,1855,100278,168831
IL,1856,101099,170213
IL,1857,101926,171606
IL,1858,102761,173010
IL,1859,103602,174426
IL,1860,104484,175913
IL,1861,105552,177710
IL,1862,106630,179526
IL,1863,107720,181360
IL,1864,108820,183213
IL,1865,109932,185084
IL,1866,111055,186975
IL,1867,112190,188886
IL,1868,113336,190816
IL,1869,114494,192765
IL,1870,115664,194734
IL,1871,116845,196724
IL,1872,118039,198734
IL,1873,119245,200764
IL,1874,120464,202815
IL,1875,121694,204888
IL,1876,122938,206981
IL,1877,124194,209096
IL,1878,125580,211429
IL,1879,126995,213813
IL,1880,128553,216435
IL,1881,130110,219057
IL,1882,131667,221679
IL,1883,133366,224539
IL,1884,134924,227161
IL,1885,136623,230021
IL,1886,138463,233120
IL,1887,140162,235980
IL,1888,141861,238841
IL,1889,143560,241701
IL,1890,145259,244562
IL,1891,146958,247422
IL,1892,148798,250521
IL,1893,150639,253619
IL,1894,152479,256718
IL,1895,154461,260055
IL,1896,156444,263392
IL,1897,158426,266729
IL,1898,160549,270305
IL,1899,162673,273880
IL,1900,164938,277694
IL,1901,167345,281746
IL,1902,169610,285560
IL,1903,171876,289374
IL,1904,174282,293426
IL,1905,176689,297478
IL,1906,179096,301531
IL,1907,181644,305821
IL,1908,184193,310112
IL,1909,186741,314402
IL,1910,189290,318693
IL,1911,191980,323222
IL,1912,196085,330134
IL,1913,200191,337047
IL,1914,203023,341814
IL,1915,205171,345431
IL,1916,207342,349086
IL,1917,209536,352780
IL,1918,211801,356593
IL,1919,216667,364786
IL,1920,221645,373167
IL,1921,226737,381740
IL,1922,232188,390917
IL,1923,241249,406172
IL,1924,248611,418567
IL,1925,259937,437637
IL,1926,267582,450508
IL,1927,273528,460519
IL,1928,279475,470531
IL,1929,285987,481496
IL,1930,292500,492460
IL,1931,299296,503902
IL,1932,310056,522017
IL,1933,329593,554912
IL,1934,349414,588283
IL,1935,377164,635002
IL,1936,393303,662176
IL,1937,404063,680291
IL,1938,413974,696977
IL,1939,443288,746332
IL,1940,472603,795687
IL,1941,501918,845042
IL,1942,531233,894396
IL,1943,560547,943751
IL,1944,589862,993106
IL,1945,619177,1042461
IL,1946,648491,1091816
IL,1947,677806,1141171
IL,1948,707121,1190526
IL,1949,736435,1239881
IL,1950,765750,1289236
IL,1951,795594,1351803
IL,1952,825351,1414216
IL,1953,855260,1476325
IL,1954,885615,1538035
IL,1955,916723,1599497
IL,1956,948734,1660632
IL,1957,981128,1720531
IL,1958,1013880,1779006
IL,1959,1047396,1836340
IL,1960,1081870,1891935
IL,1961,1117782,1956884
IL,1962,1155723,2040961
IL,1963,1196260,2135041
IL,1964,1240297,2231855
IL,1965,1289016,2331451
IL,1966,1343292,2433835
IL,1967,1403202,2538657
IL,1968,1468275,2645470
IL,1969,1537953,2754157
IL,1970,1611707,2864778
IL,1971,1689098,2977300
IL,1972,1760593,3079401
IL,1973,1818667,3163044
IL,1974,1870377,3239981
IL,1975,1921288,3318089
IL,1976,1971786,3398267
IL,1977,2021918,3479618
IL,1978,2071710,3560396
IL,1979,2121441,3640874
IL,1980,2172132,3721665
IL,1981,2222916,3802238
IL,1982,2273601,3883632
IL,1983,2319949,3959630
IL,1984,2363786,4033735
IL,1985,2407718,4105359
IL,1986,2448053,4168971
IL,1987,2490096,4236869
IL,1988,2533598,4307320
IL,1989,2581916,4381510
IL,1990,2695379,4544999
IL,1991,2860076,4779890
IL,1992,2985524,4957238
IL,1993,3078863,5086045
IL,1994,3175074,5216699
IL,1995,3280247,5354739
IL,1996,3394177,5499551
IL,1997,3507437,5646473
IL,1998,3613368,5790140
IL,1999,3727583,5946081
IL,2000,3849500,6111190
IL,2001,3958957,6259982
IL,2002,4053163,6387720
IL,2003,4137507,6502820
IL,2004,4218741,6615087
IL,2005,4300512,6728206
IL,2006,4383298,6844032
IL,2007,4464824,6962455
IL,2008,4545368,7082620
IL,2009,4626113,7206096
IL,2010,4708550,7336735
IL,2011,4792542,7471023
IL,2012,4877389,7607780
IL,2013,4964554,7749379
IL,2014,5055799,7897179
IL,2015,5150986,8052908
IL,2016,5247892,8210005
IL,2017,5343590,8361797
IL,2018,5439516,8510067
IL,2019,5537744,8657474
IL,2020,5637093,8800376
IL,2021,5737252,8942924
IL,2022,5851519,9103151
IL,2023,5967213,9256314
IL,2024,6067171,9387021
IM,1800,12771,17248
IM,1801,12853,17359
IM,1802,12981,17531
IM,1803,13138,17744
IM,1804,13318,17986
IM,1805,13511,18247
IM,1806,13702,18505
IM,1807,13890,18759
IM,1808,14072,19005
IM,1809,14257,19255
IM,1810,14441,19504
IM,1811,14631,19760
IM,1812,14845,20050
IM,1813,15070,20353
IM,1814,15295,20657
IM,1815,15533,20979
IM,1816,15777,21308
IM,1817,16015,21629
IM,1818,16250,21947
IM,1819,16480,22257
IM,1820,16720,22581
IM,1821,16980,22933
IM,1822,17247,23294
IM,1823,17512,23651
IM,1824,17764,23991
IM,1825,18009,24322
IM,1826,18247,24644
IM,1827,18487,24967
IM,1828,18744,25314
IM,1829,18998,25658
IM,1830,19249,25997
IM,1831,19507,26346
IM,1832,19700,26606
IM,1833,19885,26856
IM,1834,20095,27140
IM,1835,20315,27437
IM,1836,20535,27733
IM,1837,20733,28001
IM,1838,20937,28277
IM,1839,21176,28599
IM,1840,21409,28915
IM,1841,21622,29202
IM,1842,21826,29478
IM,1843,22030,29753
IM,1844,22247,30047
IM,1845,22450,30321
IM,1846,22633,30567
IM,1847,22609,30535
IM,1848,22486,30369
IM,1849,22364,30204
IM,1850,22247,30046
IM,1851,22141,29903
IM,1852,22185,29963
IM,1853,22261,30065
IM,1854,22355,30192
IM,1855,22487,30371
IM,1856,22640,30577
IM,1857,22782,30769
IM,1858,22947,30991
IM,1859,23109,31210
IM,1860,23260,31414
IM,1861,23420,31631
IM,1862,23638,31924
IM,1863,23820,32171
IM,1864,23990,32400
IM,1865,24187,32666
IM,1866,24367,32910
IM,1867,24578,33195
IM,1868,24806,33502
IM,1869,25038,33816
